0.05,0.402947621428516
0.1,0.4025788500046799
0.15,0.3718913400258663
0.2,0.3651631483961882
0.25,0.470671188296476
0.3,0.5697976096653226
0.35,0.6611523930278818
0.4,0.6794896539225542
0.45,0.7350158969319729
0.5,0.7330544453677332
0.55,0.7136468505347273
0.6000000000000001,0.7917154764780275
0.6500000000000001,0.783262806126839
0.7000000000000001,0.9245837394109875
0.7500000000000001,0.9234252911205956
0.8,0.955907027513522
0.8500000000000001,0.936204287572573
0.9000000000000001,0.9974489332817017
0.9500000000000001,0.9172292227041674
1,0.9207026519464218
1.05,0.9399438664066938
1.1,0.9568547117270211
1.15,0.941346008677369
1.2,0.9549684569701246
1.25,0.9050787941633105
1.3,0.9565765333345243
1.35,1.03657323932348
1.4,0.984995793651316
1.45,0.9652192574697513
1.5,0.9836794734608575
1.55,0.9965805892504607
1.6,0.9913108419318697
1.65,1.049879433760207
1.7,0.959095569196415
1.75,0.9888540686534957
1.8,1.00430603677364
1.85,0.9706676844608592
1.9,0.9889714481655792
1.95,0.9798047018610896
2,0.9472320625408031
2.05,0.9553090779428357
2.1,0.9682200946261185
2.15,0.961641281059273
2.2,0.9777694320680096
2.25,0.9515905481868872
2.3,0.9286378075562353
2.35,0.9399704647789726
2.4,0.9247306767317631
2.45,0.9489973671150694
2.5,0.9187863759356431
2.55,0.9224685632106813
2.6,0.9394003060228956
2.65,0.9494337053023908
2.7,0.9236353542212491
2.75,0.926503490589042
2.8,0.9167070285676131
2.85,0.9463888573324485
2.9,0.8900522745920063
2.95,0.9175627017489931
3,0.9087478832791265
